CELL_LINE_NAME,DRUG_NAME,LN_IC50
SW48,ascorbate,11.193956
IALM,Temsirolimus,2.972698
SCC25,BMS-536924,2.23936
SKNFI,EHT-1864,4.825031
IALM,Nelarabine,6.711545
DKMG,UMI-77,2.1407849999999997
NMCG1,OSI-027,7.209983
HCT116,TW 37,-0.44730600000000004
NCIN87,MIM1,4.21892
NCIH1975,PRT062607,1.435828
HT29,TW 37,1.46095
SKMEL2,Savolitinib,2.827969
DU145,GSK2110183B,5.043417
NCIH226,Oxaliplatin,8.848753
NCIH322,Oxaliplatin,5.918299
GAMG,Taselisib,0.8563940000000001
LNCAPCLONEFGC,Paclitaxel,-3.855828
NCIH1355,EHT-1864,3.607308
NCIH1650,PD173074,5.29938
RCM1,AZD5991,6.680911
639V,RO-3306,3.064892
NCIH226,OF-1,7.406513
HCC827,AT13148,3.666321
BICR31,Selumetinib,4.903392
HT29,VE821,2.288837
CAOV3,VE-822,1.4187100000000001
NCIH2347,Palbociclib,5.86497
COLO680N,N-acetyl cysteine,11.485658
8505C,Afuresertib,3.59374
SKMEL2,Olaparib,5.052951999999999
NCIH1437,Fulvestrant,3.1716599999999997
BICR31,Ribociclib,3.5185169999999997
NCIN87,GSK-LSD1,2.3337950000000003
COLO680N,AZD8055,1.754966
NCIH226,NVP-ADW742,5.555306
LS1034,BMS-536924,2.060864
MCF7,AGI-6780,3.8963650000000003
SUIT2,YK-4-279,4.214004
NCIH1650,NVP-ADW742,4.85827
MCF7,SGC0946,3.043539
8505C,MG-132,-1.645372
SKNSH,Erlotinib,4.0755099999999995
ONS76,Docetaxel,-5.331052
8505C,AZ960,3.8730949999999997
IALM,Mitoxantrone,3.640278
SNB75,CHIR-99021,6.236447
CAOV3,Dasatinib,-1.810702
HCT116,EPZ5676,5.606469000000001
OVISE,Staurosporine,-1.847029
TE8,SGC0946,2.750939
SKMEL3,CHIR-99021,4.494915
HPAC,KU-55933,5.47486
786O,GSK-LSD1,2.838837
CAL29,Tanespimycin,-2.381866
CAL29,Vorinostat,1.0700040000000002
RCC10RGB,Dasatinib,-0.079957
COLO680N,PFI-1,6.104899
SW948,SB216763,6.417351999999999
LOXIMVI,AZD3759,3.191023
CAOV3,WEHI-539,3.333293
COLO829,Refametinib,0.319934
NCIH226,PLX-4720,6.017343
NCIH1975,Methotrexate,-2.985611
OVCAR3,Uprosertib,4.242319
SUIT2,Crizotinib,4.532065
KP2,Entospletinib,6.036464
SKNFI,MIM1,5.563629
CAOV3,AZD8186,2.7357270000000002
LNCAPCLONEFGC,Palbociclib,1.473882
SCC25,WZ4003,5.256271
NMCG1,PF-4708671,5.3061739999999995
DKMG,Dactinomycin,-3.252707
HCC827,Rapamycin,0.070963
HPAC,MK-1775,0.253363
COLO829,Vorinostat,2.001631
H4,AZD1208,5.09946
HCC827,Tanespimycin,1.484273
8505C,Dabrafenib,2.946454
HT29,Cytarabine,1.8458290000000002
MCF7,Irinotecan,5.428471
NCIH226,GSK2606414,6.545955
8505C,WEHI-539,3.972943
HPAC,AT13148,5.88665
CAOV3,BIBR-1532,4.422128
KYSE510,AT13148,4.5038160000000005
BXPC3,Dacarbazine,6.383406
NCIH1650,POMHEX,0.9147700000000001
MESSA,Paclitaxel,-3.003307
DKMG,WEHI-539,3.9573730000000005
NCIH1650,Tamoxifen,3.748408
NCIH1355,Veliparib,6.615334
SKMEL3,Dasatinib,2.7377759999999998
NCIH1650,Ulixertinib,4.266414
SCC25,PLX-4720,3.7122349999999997
SUIT2,NU7441,3.762916
BICR31,Buparlisib,1.520834
MESSA,Ribociclib,3.350369
A549,AMG-319,5.122987
8505C,PCI-34051,3.047164
MESSA,Ruxolitinib,4.8964360000000005
MCF7,Buparlisib,0.719939
SNB75,MN-64,5.004348
HT29,Epirubicin,-0.439066
HT29,Camptothecin,-2.1245
DKMG,SB590885,5.7262379999999995
GI1,Tamoxifen,4.194445
COLO829,IWP-2,4.605483
HT29,Remodelin,4.273014
BXPC3,SGC0946,1.513937
GI1,UNC0379,3.6566370000000004
SNB75,Ruxolitinib,6.1708940000000005
SUIT2,PFI3,6.744102000000001
SUIT2,SCH772984,2.638974
MCF7,PFI-1,3.348161
CAOV3,SB590885,5.563578
HCC1806,Crizotinib,2.072743
CORL23,PLX-4720,4.427912
NCIH2347,5-azacytidine,6.563122
NMCG1,Pictilisib,4.333317
DKMG,ascorbate,11.437028
A549,UNC0638,4.037915
5637,GSK591,2.9740860000000002
SKMEL2,YK-4-279,1.7065860000000002
NCIH1793,GSK-LSD1,3.872718
DKMG,AZD6738,3.778053
LOXIMVI,Paclitaxel,-4.218566
GAMG,Niraparib,5.306259
HCC1143,Vinblastine,1.348375
MESSA,Alpelisib,3.509665
HT29,GSK343,4.191587
639V,Veliparib,5.0083459999999995
IGROV1,Paclitaxel,-3.5526199999999997
BICR31,Vorinostat,1.7419919999999998
TE8,GSK343,5.681674
8505C,BMS-754807,4.781589
SCC25,P22077,5.197444
5637,Gefitinib,1.75332
5637,Dactinomycin,-5.704404
KYSE510,Romidepsin,-6.2518769999999995
COLO829,Oxaliplatin,7.527377
GI1,POMHEX,0.666604
NCIH1650,A-366,6.7339020000000005
HCT116,GSK2578215A,4.912878
5637,AZD1208,5.69433
HCT116,SGC-CBP30,3.80142
KU1919,GSK2606414,3.8148400000000002
IALM,AZD5363,5.962838
HCC1806,Gemcitabine,-5.852532
SKNSH,Trametinib,0.40484899999999996
639V,AGI-6780,3.66037
HT29,Oxaliplatin,2.501429
CAL29,AT13148,2.240815
HCC1806,UNC0379,1.673629
LNCAPCLONEFGC,Dactinomycin,-7.138447
HCT116,MG-132,-2.033338
NCIH1793,Vinorelbine,-1.904082
MCF7,LGK974,4.46603
786O,AZD4547,1.6772779999999998
H4,Vinblastine,-5.437885
NCIH1650,ICL-SIRT078,6.994694
SKNFI,Afatinib,1.8741259999999997
HCC1806,Temozolomide,6.838144000000001
ONS76,AT13148,3.071625
CAOV3,Olaparib,3.813134
OVISE,UMI-77,2.4936599999999998
NCIN87,MG-132,-1.664939
SUIT2,AGK2,2.943742
HPAC,Trametinib,-2.025553
LNCAPCLONEFGC,Trametinib,2.485107
CAL29,Irinotecan,1.5252350000000001
LS1034,Axitinib,4.885154
SKMEL2,Bortezomib,-5.473301
OVCAR3,YK-4-279,1.547228
HCC1143,Vinorelbine,-0.697447
SNB75,Tretinoin,4.672833
NCIH1355,Leflunomide,4.585979
786O,LMP744,-2.0674490000000003
HCT116,Vinorelbine,-4.821884
GI1,NU7441,2.027677
HPAC,WIKI4,3.5624279999999997
IALM,Docetaxel,-1.388658
HCC827,Uprosertib,4.191222
DU145,GSK2578215A,5.874693
HCT116,SB590885,4.097743
CORL23,Savolitinib,2.927151
MCF7,BI-2536,-0.981825
NCIH1793,Avagacestat,6.305094
NCIH2009,Pictilisib,0.7169
NMCG1,Sabutoclax,1.0935469999999998
IALM,Selumetinib,5.653524
LOXIMVI,Ruxolitinib,4.911698
H4,AZD3759,2.779503
HCC1806,Serdemetan,2.4303209999999997
SW48,Olaparib,4.339103
NMCG1,RVX-208,7.828373
NCIH2347,Uprosertib,6.130923
MCF7,AZ960,5.491112
KYSE510,AZ6102,2.108618
CAL29,AZD7762,-0.202513
HT29,Fludarabine,5.858189
NCIH1355,Wee1 Inhibitor,3.291443
KYSE510,OF-1,3.466275
639V,MK-1775,1.009578
SNB75,GSK343,3.6740800000000005
SW948,AZD8186,4.359891999999999
DKMG,AZ6102,2.725494
LOXIMVI,PD173074,1.608602
639V,5-Fluorouracil,4.576423
COLO680N,Refametinib,3.7514879999999997
NCIH2347,Afatinib,4.078229
SUIT2,GSK2801,4.851707
NCIH1650,Pevonedistat,1.875965
SCC25,Tozasertib,4.504647
SCC25,ZM447439,4.4917620000000005
786O,AZD1208,5.670282
IALM,VE-822,5.05799
RCC10RGB,Camptothecin,-1.495547
786O,AGK2,2.878885
SKMEL3,Methotrexate,2.864433
CAOV3,BMS-754807,0.18942799999999999
A549,WZ4003,2.713835
KU1919,AZD6738,0.743735
SKMEL3,IOX2,2.103702
NCIH1355,Mycophenolic acid,2.278255
RCM1,PD173074,4.679082
RCM1,Pictilisib,1.8956110000000002
KYSE510,SGC-CBP30,3.875287
CAOV3,MIRA-1,5.463392
NCIH1437,AT13148,2.8809310000000004
NCIH1650,AZD1332,6.0987540000000005
SUIT2,AZD7762,1.243978
LNCAPCLONEFGC,AZD8186,-2.368042
NCIN87,Irinotecan,4.803882
CAOV3,EPZ5676,5.522676000000001
NCIH2347,GSK343,6.966141
SUIT2,AZD5363,5.723905
NCIH1975,P22077,3.605711
HCC1806,AZD1208,4.983612
ONS76,Crizotinib,2.823098
NCIH1975,Lapatinib,4.018301
GI1,Dactinomycin,-5.678069
A549,Mirin,4.448585
HPAC,Buparlisib,1.7227240000000001
NCIH1793,Fulvestrant,4.522012
HCC827,Ulixertinib,4.879362
NCIH226,Dabrafenib,6.100189
SKMEL3,AZD6738,3.418715
OVISE,Erlotinib,1.766823
CAL29,Avagacestat,5.5084550000000005
CAOV3,Irinotecan,0.416847
HCC1806,CZC24832,4.619299
OVCAR3,Wnt-C59,3.834653
SCC25,IOX2,2.6327409999999998
HCT116,Olaparib,3.5001269999999995
CAOV3,Vinorelbine,-4.724318
NMCG1,Osimertinib,4.0471330000000005
A549,VX-11e,0.748598
KU1919,Ibrutinib,4.962445
MESSA,MG-132,-2.104069
H4,Ulixertinib,3.281688
NCIH1650,JQ1,3.4368879999999997
LOVO,GSK591,1.820788
BICR31,CZC24832,5.046423
H4,Afatinib,1.329326
SKMEL2,Afuresertib,4.827609
SKMEL2,Dihydrorotenone,3.166827
SKMEL2,Doramapimod,5.260141
COLO680N,WZ4003,4.378026
NCIH2009,Pevonedistat,2.076628
SNB75,Lapatinib,4.747912
CAOV3,SCH772984,2.831691
SNB75,Olaparib,4.354978
SUIT2,Oxaliplatin,5.860321
NCIH322,Taselisib,-0.453692
LNCAPCLONEFGC,AT13148,0.6850970000000001
HCC827,YK-4-279,4.201303
CAL29,I-BET-762,2.967731
SW948,KU-55933,5.823097
NCIH2009,Afuresertib,2.789373
BICR31,MK-2206,1.6405189999999998
KP2,Pevonedistat,1.6409479999999999
NCIH1650,AZD2014,4.353257
NCIH1650,MIM1,3.586665
ONS76,Tamoxifen,5.0091790000000005
LNCAPCLONEFGC,Afatinib,0.579978
LOVO,UNC0379,1.7034099999999999
KP2,Dabrafenib,5.412219
NCIH1355,Romidepsin,-4.612813
NCIH226,KU-55933,7.700666
NCIH1975,Afuresertib,1.050417
DKMG,GSK2801,6.203613
DU145,ABT737,4.30424
DU145,PFI3,6.033199
ONS76,AZD5582,2.045172
SW48,Nelarabine,5.002132
NCIH2009,Tanespimycin,-1.4846409999999999
MCF7,Afatinib,3.233621
IALM,MK-1775,2.8072630000000003
OVISE,Selumetinib,3.2887760000000004
OVISE,WEHI-539,0.42455200000000004
MESSA,IWP-2,3.098805
5637,KU-55933,4.6997599999999995
SNB75,KU-55933,5.71356
SCC25,Dasatinib,-0.8689950000000001
DU145,Dihydrorotenone,-0.337926
CAL29,Oxaliplatin,5.4525
NCIH322,Dactinomycin,-3.7871980000000005
NCIH2009,EHT-1864,4.198101
A549,Uprosertib,2.1289029999999998
SCC25,AZD6482,5.497231
MESSA,Alisertib,0.034065
LOXIMVI,AZD5991,5.409789
MESSA,Pevonedistat,-0.962203
CORL23,Ruxolitinib,4.560994
DKMG,Afuresertib,2.683312
CAOV3,BI-2536,-2.358737
GI1,PD173074,2.885798
IALM,Vinblastine,-1.464932
LNCAPCLONEFGC,GSK343,2.183433
5637,VX-11e,2.737102
GAMG,WIKI4,4.505023
CAOV3,AMG-319,4.164374
SKMEL2,Cediranib,1.6832310000000001
CAOV3,P22077,2.980773
NMCG1,Serdemetan,6.07066
HT29,Vinblastine,-4.194573999999999
8505C,Talazoparib,4.147073000000001
MESSA,SGC-CBP30,4.697737
DU145,PFI-1,4.883782
NCIH1650,CZC24832,5.972652
CAL29,Luminespib,-0.907775
IALM,Doramapimod,4.518488
KP2,JQ1,4.264636
DU145,BMS-536924,4.093586
CAL29,Serdemetan,4.087025
RCM1,P22077,5.537218
NCIH1793,ABT737,3.9695080000000003
HPAC,OF-1,2.723929
CAL29,Vinorelbine,-3.568839
NCIH226,GNE-317,3.7247739999999996
NCIH322,Remodelin,7.051714
SUIT2,SGC-CBP30,3.6424269999999996
SW948,Fulvestrant,6.022094999999999
KYSE510,Gefitinib,3.402389
ONS76,Dactinomycin,-5.172268
HCC1143,GSK2578215A,5.028995
ONS76,Linsitinib,4.959338
786O,Bosutinib,2.599514
KU1919,Afatinib,1.884883
DU145,Oxaliplatin,6.810592999999999
NCIH1793,ZM447439,6.301781
HPAC,Methotrexate,0.999179
5637,Crizotinib,2.786628
MESSA,AZD3759,2.742309
NMCG1,EHT-1864,5.1812190000000005
OVISE,Pevonedistat,2.253988
SNB75,AGK2,3.8076589999999997
HCC1806,5-Fluorouracil,2.913345
NCIH1975,Cyclophosphamide,5.367209
NCIH1975,Gallibiscoquinazole,3.105375
LOXIMVI,Talazoparib,0.8868360000000001
COLO829,GSK-LSD1,3.918656
DU145,Camptothecin,-2.917967
HCC1806,Fludarabine,3.242159
ONS76,Obatoclax Mesylate,1.021053
8505C,WIKI4,3.6785080000000003
COLO680N,Teniposide,1.4992
CAL29,Dactolisib,-2.6326419999999997
SKNFI,VX-11e,2.621699
OVISE,I-BRD9,5.436866
NCIH226,GSK2578215A,6.578676
SUIT2,Palbociclib,4.014177
IALM,BI-2536,2.983158
KYSE510,Luminespib,-1.9876479999999999
LOXIMVI,Foretinib,0.287635
HCT116,5-Fluorouracil,2.711188
NCIH226,IWP-2,3.542783
HCT116,Pevonedistat,-1.8626209999999999
SW48,Schweinfurthin A,2.496826
SKNFI,SGC0946,2.756566
5637,Ibrutinib,3.8888230000000004
ONS76,Tanespimycin,3.142571
GAMG,PD0325901,3.451892
NCIN87,Ribociclib,3.9414599999999997
SUIT2,Fludarabine,5.731153
CAOV3,PFI-1,2.393521
IALM,AZD6738,5.597764
OVCAR3,XAV939,5.181725
NMCG1,Buparlisib,6.042215000000001
SNB75,Tanespimycin,0.114721
786O,Uprosertib,0.32228
ONS76,Buparlisib,2.095917
NCIH1355,Temsirolimus,-0.355149
GAMG,XAV939,4.913546
A549,Linsitinib,3.200767
ONS76,XAV939,4.90822
IALM,Dasatinib,2.0052630000000002
BICR31,AZD5582,3.2964559999999996
IGROV1,Leflunomide,4.6402589999999995
MESSA,MIM1,1.497262
ONS76,Serdemetan,5.3074129999999995
DU145,VE-822,4.192074
NCIH1975,OSI-027,3.9397699999999998
KYSE510,VE821,3.684107
IALM,I-BET-762,3.524746
SUIT2,Vinorelbine,1.269711
5637,Cytarabine,2.336405
KU1919,I-BRD9,2.853491
SW948,GSK2801,4.997515
NCIH1793,AZD2014,0.975706
SW948,Dinaciclib,-0.679866
DU145,Motesanib,6.264951
HCC1143,AZD1332,5.428756
LNCAPCLONEFGC,PD173074,3.0642650000000002
SKMEL3,Buparlisib,1.548186
RCC10RGB,ZM447439,4.7594769999999995
MCF7,Zoledronate,4.442234
LS1034,CZC24832,5.59247
IALM,MK-2206,4.805051000000001
786O,MN-64,5.6798660000000005
GI1,XAV939,4.312307
HPAC,Olaparib,6.32794
5637,Motesanib,5.823758
A549,Oxaliplatin,2.32052
SKNFI,Gemcitabine,2.196112
NCIH226,PCI-34051,6.889077
HCC1806,AZD3759,0.842041
CAL29,Mitoxantrone,-1.533508
IGROV1,Doramapimod,5.423521
SCC25,Cediranib,3.226057
SUIT2,BI-2536,1.263308
NCIH1793,Bleomycin,6.034546
OVISE,Sinularin,3.319226
SUIT2,SN-38,-3.730711
NCIH226,GSK343,5.277430000000001
SKNSH,MG-132,-1.6605740000000002
639V,ZM447439,3.213633
RCC10RGB,Lapatinib,1.5881370000000001
SKMEL3,EPZ004777,5.128878
NCIH1355,AGI-6780,3.7359419999999997
H4,POMHEX,1.6025989999999999
BXPC3,GSK2606414,2.715961
NCIH1793,Uprosertib,4.853769000000001
DU145,Rapamycin,-0.498302
GAMG,BMS-536924,1.6716509999999998
CAOV3,Bosutinib,2.580897
DU145,Talazoparib,3.220884
SW948,PRIMA-1MET,6.942386999999999
HPAC,Dasatinib,2.021946
COLO829,AGI-5198,4.7384379999999995
RCC10RGB,Bleomycin,3.2794019999999997
TE8,Cediranib,1.508469
639V,Topotecan,-2.381179
DKMG,Uprosertib,2.305415
CORL23,Wnt-C59,4.1977139999999995
KU1919,PRT062607,1.603111
786O,Ibrutinib,4.609535
HCC1143,SB590885,5.494689
8505C,MN-64,6.027131
LNCAPCLONEFGC,SCH772984,3.8778610000000002
NCIH322,Schweinfurthin A,3.4346690000000004
RCM1,TW 37,1.800068
SW48,Vinorelbine,-5.4302589999999995
CORL23,OTX015,4.254106
IALM,Fludarabine,6.7986059999999995
HCC1806,Gefitinib,1.294953
BXPC3,BIBR-1532,5.85206
NCIH2009,Bleomycin,3.104756
HCC1143,Veliparib,5.870394
GAMG,VE-822,5.026479
SUIT2,MN-64,6.375858999999999
RCC10RGB,PD0325901,0.109179
HCC827,IWP-2,1.912871
CORL23,EPZ004777,5.905208999999999
NCIH1650,Niraparib,6.746632000000001
NCIH226,GDC0810,7.410492
NCIH1650,LGK974,5.482312
MCF7,GSK343,3.13525
HPAC,AZD3759,2.608171
8505C,Fludarabine,6.811961
NCIH1650,Bleomycin,4.3068919999999995
DU145,Romidepsin,-4.706347
GI1,Olaparib,4.1120019999999995
5637,Niraparib,4.323888
ONS76,A-366,5.769862
SKNSH,GSK2578215A,3.567697
LNCAPCLONEFGC,GSK343,2.624434
HPAC,GSK2801,5.004918
SW948,OTX015,3.8149230000000003
A549,EHT-1864,3.092566
OVCAR3,GSK343,3.3249940000000002
RCC10RGB,Ruxolitinib,6.310116000000001
OVCAR3,Topotecan,0.621717
SW948,AZD5438,2.349107
MESSA,Oxaliplatin,2.150889
NCIH1975,AZD5991,5.765182
HCC1806,Pictilisib,1.07636
HT29,Zoledronate,5.256926
SKNFI,Pevonedistat,3.886338
NMCG1,Trametinib,1.3610389999999999
NCIH2009,TW 37,0.96115
NCIN87,Docetaxel,-3.02537
SW948,SGC0946,2.0692880000000002
IALM,WZ4003,4.043261
NMCG1,GSK1904529A,7.7631190000000005
OVCAR3,Romidepsin,-4.588855000000001
HPAC,Entospletinib,5.089161
NCIH2347,Afuresertib,5.644701
OVCAR3,Temozolomide,6.602017
KP2,Dacarbazine,5.517067
COLO680N,GSK2110183B,5.216227
8505C,Serdemetan,5.947157
786O,RO-3306,3.087288
HCC1143,AZD1208,6.146011
CORL23,MN-64,6.551472
HCC1143,Osimertinib,1.04739
IALM,BMS-754807,3.871236
HPAC,Osimertinib,3.940778
HCT116,AMG-319,4.950843
SNB75,AZD4547,3.10973
DKMG,Luminespib,-1.1505729999999998
LOXIMVI,AZD5582,0.791064
BXPC3,Romidepsin,-4.510118
HCC1143,Motesanib,6.194466
OVCAR3,GSK2606414,4.1810160000000005
SKMEL3,Wnt-C59,5.55239
ONS76,AGI-6780,5.27074
OVCAR3,MN-64,4.102632
NCIH1975,GSK591,5.577225
NCIH1650,Axitinib,6.248361
BXPC3,Uprosertib,2.49789
DU145,Mirin,4.651671
NCIH2009,GNE-317,0.22534200000000001
TE8,Bleomycin,3.7679449999999997
GI1,Vinblastine,-5.476954
H4,AZD1332,2.8081869999999998
8505C,Entospletinib,3.272795
5637,Elephantin,4.090364
NMCG1,Cediranib,6.211264
IALM,SCH772984,3.919883
DU145,Ulixertinib,5.3618809999999995
NCIH322,Trametinib,-3.142836
IALM,GSK2801,5.894423000000001
HCT116,NVP-ADW742,2.3809720000000003
SUIT2,Sorafenib,2.1215650000000004
ONS76,SCH772984,-0.970217
NCIH1793,Oxaliplatin,6.354826
NCIH1793,Leflunomide,6.486929
HT29,CCT007093,5.680187
SCC25,OTX015,4.157983
RCM1,Obatoclax Mesylate,-0.716553
COLO680N,Buparlisib,3.8693419999999996
NCIH322,Oxaliplatin,4.220548
NCIH1355,PRT062607,3.752011
HCC1806,P22077,1.90071
SKNSH,Wee1 Inhibitor,1.998103
8505C,Niraparib,4.001116000000001
KYSE510,BI-2536,-1.297159
SW48,PD0325901,0.022912000000000002
SCC25,I-BRD9,4.91624
KP2,Selumetinib,3.01492
8505C,SGC0946,2.532833
SCC25,Tanespimycin,-0.191477
GI1,LGK974,4.051335
NCIH226,Refametinib,4.667322
TE8,BMS-536924,0.421396
SCC25,AZ960,4.973033999999999
5637,Foretinib,0.405319
RCC10RGB,GNE-317,0.690996
8505C,GSK2606414,3.52578
BXPC3,Cisplatin,4.090629
RCM1,Foretinib,2.352203
OVISE,NVP-ADW742,2.420181
HT29,Uprosertib,1.0279459999999998
IGROV1,PRIMA-1MET,3.641854
SW948,Cisplatin,3.4703459999999997
NCIH1650,AZD8055,3.888961
HCT116,Cisplatin,2.670283
IGROV1,GSK2110183B,-0.200648
A549,P22077,5.8292209999999995
KP2,NU7441,5.565580000000001
COLO829,AZ960,3.3239730000000005
NCIH1793,Afatinib,3.4582410000000006
NCIH322,AZ6102,2.259403
H4,AGK2,2.327515
RCC10RGB,OTX015,3.928079
SUIT2,Fulvestrant,5.792616000000001
KP2,PFI3,6.491876
639V,Fludarabine,5.82099
KYSE510,Tanespimycin,-0.8866370000000001
HT29,Ibrutinib,4.109382
786O,Lapatinib,1.662694
CAL29,SB216763,5.148361
IGROV1,Refametinib,-0.848543
SKMEL3,Ribociclib,2.651827
HCC827,EHT-1864,4.657623
LOVO,Selumetinib,2.305568
NCIH1975,PCI-34051,5.577605999999999
NCIH1650,MK-2206,4.111969
BXPC3,Alpelisib,3.091082
A549,SB590885,5.142218
CORL23,Oxaliplatin,3.168933
NCIH1355,Ipatasertib,5.366613
DKMG,AT13148,3.010079
SKNFI,Sorafenib,2.521566
LOVO,WIKI4,5.211687
SNB75,Mirin,4.888821
SW948,Uprosertib,1.282521
HCC1806,Camptothecin,-3.199791
CAL29,AZD1208,5.417103
SUIT2,Dacarbazine,6.908388
HT29,AZD6482,4.834633
HCT116,XAV939,4.966215
OVISE,Cediranib,1.9365310000000002
HCC1143,Dasatinib,0.8488690000000001
LOVO,Vorinostat,0.41800299999999996
KYSE510,Dasatinib,1.881361
LOVO,XAV939,5.503469
ONS76,GSK343,5.945822
MCF7,P22077,5.432589
SKMEL2,AZD5438,2.611079
639V,VX-11e,3.724253
COLO829,Doramapimod,6.650013
BICR31,YK-4-279,2.121459
RCM1,ZM447439,2.4880720000000003
OVISE,Veliparib,5.217035
8505C,Ruxolitinib,5.695012999999999
DU145,SB216763,6.164209
LOVO,glutathione,9.984855
SKNFI,OSI-027,2.195363
5637,5-azacytidine,3.7826120000000003
HT29,L-Oxonoreleagnine,3.744814
LOXIMVI,Fludarabine,5.231471
SW48,BMS-754807,-2.1708950000000002
SKNFI,A-366,5.266684
5637,PRIMA-1MET,3.9354669999999996
NMCG1,PLX-4720,3.9903
NCIH2347,PFI-1,5.256664
NCIH226,Methotrexate,2.908001
ONS76,GSK-LSD1,3.329971
CAL29,Dabrafenib,4.604076
KU1919,Pictilisib,2.294073
COLO829,AZD8055,1.772215
LS1034,Oxaliplatin,2.833386
IGROV1,Vinorelbine,-3.641144
DU145,Temozolomide,7.216832000000001
GI1,Docetaxel,-4.5194540000000005
NCIN87,Afuresertib,2.056018
NCIN87,WEHI-539,3.165196
NCIH1793,Elephantin,5.4698
NCIN87,Cisplatin,4.143378
RCC10RGB,Ipatasertib,4.594607
LOVO,Tamoxifen,2.991549
639V,SGC0946,2.260948
NCIH1355,MIM1,4.970174
HT29,Fulvestrant,3.7788730000000004
CORL23,Staurosporine,-2.169579
HCC1143,VE821,2.004322
IGROV1,AZD7762,-1.120627
SKMEL3,Dinaciclib,-3.036551
BICR31,Bortezomib,-5.242089
NCIN87,BIBR-1532,6.523665
GAMG,Staurosporine,-4.179627
MCF7,Alisertib,4.082323000000001
LNCAPCLONEFGC,Bleomycin,2.030398
NCIN87,Vinorelbine,-1.382288
NCIH1355,Ruxolitinib,3.885129
GAMG,BMS-345541,4.00242
SUIT2,Refametinib,1.7898439999999998
NCIH1650,Sorafenib,4.881633
BXPC3,LGK974,3.842747
NCIH1650,EPZ5676,7.1792929999999995
NCIH322,A-366,5.385923
NCIH322,I-BET-762,3.4528220000000003
NCIH1437,IWP-2,2.17903
TE8,WZ4003,3.701429
NMCG1,Staurosporine,0.818138
IGROV1,Uprosertib,-1.098709
MESSA,Ulixertinib,3.08394
IGROV1,Taselisib,-3.112943
LOVO,GSK2110183B,0.6467689999999999
NCIH1975,JQ1,2.4342099999999998
NMCG1,MN-64,6.091747
KYSE510,Epirubicin,-0.8186979999999999
GI1,JQ1,-0.22344899999999998
NCIH1355,Zoledronate,4.942613
SNB75,Osimertinib,1.547359
KU1919,Entospletinib,3.10783
OVISE,IWP-2,3.419979
HPAC,Oxaliplatin,6.525589
NCIN87,UNC0379,3.871228
DKMG,AZD1208,5.782296
MCF7,AGI-5198,4.428634
NCIH1975,5-azacytidine,2.355456
LS1034,P22077,5.676159999999999
DKMG,MIRA-1,6.441844000000001
GAMG,AZD1332,3.47986
NCIH1437,Cediranib,2.394531
SKNSH,5-azacytidine,3.058219
KU1919,Avagacestat,4.5232339999999995
NCIH1437,AZD5582,2.090255
SW948,Docetaxel,-5.168137000000001
SKNFI,SCH772984,1.7473580000000002
SW948,Oxaliplatin,6.030393
OVISE,Dacarbazine,6.411568
SKMEL2,Navitoclax,3.583106
HT29,AZD5582,1.303297
786O,PLX-4720,4.669859
COLO829,AZD4547,3.886715
KYSE510,Selumetinib,4.238580000000001
SKMEL3,Docetaxel,-4.043519
NCIH1650,Dabrafenib,6.9531789999999996
HPAC,Cytarabine,5.123392
NCIH1355,5-Fluorouracil,5.007583
SUIT2,Dabrafenib,5.494748
IGROV1,Docetaxel,-4.567291
639V,I-BET-762,2.8636459999999997
HCC827,Dinaciclib,-3.0457229999999997
CAL29,CCT007093,5.603949
NCIH2347,Trametinib,0.23341199999999998
SW948,AZD5991,3.8760160000000003
MESSA,Zoledronate,3.8501
BXPC3,Ruxolitinib,5.7385839999999995
CAOV3,Luminespib,-3.084706
SKMEL2,5-Fluorouracil,7.027349000000001
HCC1806,Docetaxel,-5.614399
BXPC3,POMHEX,3.992456
BICR31,LY2109761,3.032352
COLO680N,Entinostat,4.407824
5637,Docetaxel,-6.087374
CAL29,Dasatinib,-0.680702
KYSE510,LCL161,3.7926309999999996
NCIH1650,GSK2578215A,6.3065489999999995
HCT116,Ulixertinib,-0.776154
NCIH1975,Romidepsin,-6.032583
OVISE,SB216763,6.284879
NCIH1650,Bleomycin,5.040568
BXPC3,Dactinomycin,-4.593889
786O,Epirubicin,-2.197568
KU1919,BIBR-1532,5.084341
DKMG,LMP744,2.102678
SKMEL2,Alpelisib,5.197531
OVISE,Entospletinib,3.559738
TE8,SB590885,5.428298000000001
BXPC3,SB590885,4.340441
SUIT2,VE-822,5.567272
NCIH226,Mirin,7.326914
SKMEL3,SN-38,-1.8419619999999999
IALM,AZD5438,6.033815
LNCAPCLONEFGC,Cediranib,2.078102
SCC25,GSK1904529A,5.178337
CAOV3,BX795,1.371197
NCIH1437,Afatinib,3.017912
HPAC,L-Oxonoreleagnine,5.689284
NCIH1650,Dacarbazine,7.649775
IGROV1,ABT737,3.614612
RCC10RGB,L-Oxonoreleagnine,5.514003
SW48,Trametinib,-1.960653
NCIN87,AZD3759,1.6569580000000002
BXPC3,VE-822,4.09946
LOVO,Uprosertib,1.7731430000000001
NCIH226,Dinaciclib,1.965804
HPAC,Selumetinib,2.745646
A549,Sorafenib,2.3792020000000003
KU1919,Linsitinib,4.370706
GI1,ABT737,2.070914
